game_code,Date,attendance,season
201001230DET,23/01/2010,19114,2009-10
201001230MIA,23/01/2010,18521,2009-10
201001230HOU,23/01/2010,18119,2009-10
201001230MIL,23/01/2010,17742,2009-10
201001230DEN,23/01/2010,19807,2009-10
201001230PHO,23/01/2010,17792,2009-10
201001230UTA,23/01/2010,19911,2009-10
201001240NYK,24/01/2010,19418,2009-10
201001240WAS,24/01/2010,12356,2009-10
201001240TOR,24/01/2010,20111,2009-10
201001250PHI,25/01/2010,10579,2009-10
201001250BOS,25/01/2010,18624,2009-10
201001250MIA,25/01/2010,19600,2009-10
201001250MEM,25/01/2010,12273,2009-10
201001250HOU,25/01/2010,14998,2009-10
201001250SAS,25/01/2010,18581,2009-10
201001250DEN,25/01/2010,16909,2009-10
201001250UTA,25/01/2010,19911,2009-10
201001250POR,25/01/2010,20249,2009-10
201001260WAS,26/01/2010,20173,2009-10
201001260NYK,26/01/2010,18111,2009-10
201001260DAL,26/01/2010,19799,2009-10
201001260PHO,26/01/2010,15722,2009-10
201001260SAC,26/01/2010,14522,2009-10
201001270CLE,27/01/2010,20562,2009-10
201001270IND,27/01/2010,18165,2009-10
201001270TOR,27/01/2010,18265,2009-10
201001270DET,27/01/2010,14886,2009-10
201001270NJN,27/01/2010,9220,2009-10
201001270MIL,27/01/2010,12685,2009-10
201001270OKC,27/01/2010,17562,2009-10
201001270HOU,27/01/2010,16357,2009-10
201001270SAS,27/01/2010,18258,2009-10
201001270POR,27/01/2010,20384,2009-10
201001270GSW,27/01/2010,16308,2009-10
201001280NYK,28/01/2010,18828,2009-10
201001280ORL,28/01/2010,17461,2009-10
201001280PHO,28/01/2010,17855,2009-10
201001290IND,29/01/2010,18165,2009-10
201001290PHI,29/01/2010,20809,2009-10
201001290ATL,29/01/2010,18732,2009-10
201001290DET,29/01/2010,20669,2009-10
201001290MIN,29/01/2010,13398,2009-10
201001290NJN,29/01/2010,11384,2009-10
201001290NOH,29/01/2010,16578,2009-10
201001290OKC,29/01/2010,18203,2009-10
201001290HOU,29/01/2010,16129,2009-10
201001290SAS,29/01/2010,18088,2009-10
201001290UTA,29/01/2010,19480,2009-10
201001290GSW,29/01/2010,17850,2009-10
201001300ORL,30/01/2010,17461,2009-10
201001300MEM,30/01/2010,12317,2009-10
201001300WAS,30/01/2010,16233,2009-10
201001300MIL,30/01/2010,18717,2009-10
201001300DAL,30/01/2010,20078,2009-10
201001300SAC,30/01/2010,14186,2009-10
201001310SAS,31/01/2010,17607,2009-10
201001310BOS,31/01/2010,18624,2009-10
201001310CLE,31/01/2010,20562,2009-10
201001310DET,31/01/2010,19107,2009-10
201001310NJN,31/01/2010,11576,2009-10
201001310TOR,31/01/2010,16715,2009-10
201001310HOU,31/01/2010,17165,2009-10
201001310MIN,31/01/2010,13711,2009-10
201001310OKC,31/01/2010,17565,2009-10
201002010WAS,01/02/2010,20173,2009-10
201002010MIA,01/02/2010,15858,2009-10
201002010MEM,01/02/2010,18119,2009-10
201002010NOH,01/02/2010,13874,2009-10
201002010DEN,01/02/2010,15544,2009-10
201002010UTA,01/02/2010,19911,2009-10
201002010POR,01/02/2010,20106,2009-10
201002020CLE,02/02/2010,20562,2009-10
201002020IND,02/02/2010,11191,2009-10
201002020ORL,02/02/2010,17461,2009-10
201002020NJN,02/02/2010,9417,2009-10
201002020CHI,02/02/2010,19335,2009-10
201002020OKC,02/02/2010,17360,2009-10
201002020HOU,02/02/2010,12845,2009-10
201002030ATL,03/02/2010,13303,2009-10
201002030PHI,03/02/2010,13295,2009-10
201002030TOR,03/02/2010,15222,2009-10
201002030NYK,03/02/2010,19225,2009-10
201002030BOS,03/02/2010,18624,2009-10
201002030NOH,03/02/2010,12884,2009-10
201002030DAL,03/02/2010,19679,2009-10
201002030UTA,03/02/2010,19911,2009-10
201002030SAC,03/02/2010,12934,2009-10
201002030DEN,03/02/2010,19155,2009-10
201002030LAL,03/02/2010,18997,2009-10
201002040CLE,04/02/2010,20562,2009-10
201002040POR,04/02/2010,20572,2009-10
201002050IND,05/02/2010,14832,2009-10
201002050ORL,05/02/2010,17461,2009-10
201002050BOS,05/02/2010,18624,2009-10
201002050NYK,05/02/2010,19247,2009-10
201002050ATL,05/02/2010,18729,2009-10
201002050MEM,05/02/2010,14531,2009-10
201002050NOH,05/02/2010,15162,2009-10
201002050DAL,05/02/2010,20034,2009-10
201002050SAC,05/02/2010,14922,2009-10
201002050LAL,05/02/2010,18997,2009-10
201002060CHA,06/02/2010,19164,2009-10
201002060CLE,06/02/2010,20562,2009-10
201002060DET,06/02/2010,20176,2009-10
201002060CHI,06/02/2010,22352,2009-10
201002060MIN,06/02/2010,14159,2009-10
201002060HOU,06/02/2010,17415,2009-10
201002060MIL,06/02/2010,18717,2009-10
201002060UTA,06/02/2010,19911,2009-10
201002060POR,06/02/2010,20688,2009-10
201002060GSW,06/02/2010,17825,2009-10
201002060LAC,06/02/2010,18258,2009-10
201002070TOR,07/02/2010,18007,2009-10
201002070BOS,07/02/2010,18624,2009-10
201002080ORL,08/02/2010,17461,2009-10
201002080GSW,08/02/2010,17015,2009-10
201002080LAL,08/02/2010,18997,2009-10
201002090CHA,09/02/2010,12376,2009-10
201002090CLE,09/02/2010,20562,2009-10
201002090IND,09/02/2010,12945,2009-10
201002090PHI,09/02/2010,11038,2009-10
201002090MIA,09/02/2010,18654,2009-10
201002090NYK,09/02/2010,19531,2009-10
201002090MEM,09/02/2010,10491,2009-10
201002090MIL,09/02/2010,12017,2009-10
201002090DEN,09/02/2010,17485,2009-10
201002090POR,09/02/2010,20460,2009-10
201002090LAC,09/02/2010,15467,2009-10
201002100ATL,10/02/2010,17074,2009-10
201002100TOR,10/02/2010,16651,2009-10
201002100DET,10/02/2010,14152,2009-10
201002100NJN,10/02/2010,12873,2009-10
201002100CHI,10/02/2010,21566,2009-10
201002100MIN,10/02/2010,13352,2009-10
201002100NOH,10/02/2010,14848,2009-10
201002100PHO,10/02/2010,18190,2009-10
201002100UTA,10/02/2010,19911,2009-10
201002100GSW,10/02/2010,17230,2009-10
201002110CLE,11/02/2010,20562,2009-10
201002110DEN,11/02/2010,18611,2009-10
201002160CHA,16/02/2010,13712,2009-10
201002160PHI,16/02/2010,15602,2009-10
201002160DET,16/02/2010,14449,2009-10
201002160CHI,16/02/2010,20989,2009-10
201002160MEM,16/02/2010,11508,2009-10
201002160OKC,16/02/2010,18203,2009-10
201002160HOU,16/02/2010,14942,2009-10
201002160POR,16/02/2010,20265,2009-10
201002160SAC,16/02/2010,14439,2009-10
201002160LAL,16/02/2010,18997,2009-10
201002170IND,17/02/2010,14947,2009-10
201002170ORL,17/02/2010,17461,2009-10
201002170TOR,17/02/2010,16829,2009-10
201002170WAS,17/02/2010,13143,2009-10
201002170NJN,17/02/2010,12251,2009-10
201002170NYK,17/02/2010,19763,2009-10
201002170MIL,17/02/2010,11685,2009-10
201002170NOH,17/02/2010,13561,2009-10
201002170DAL,17/02/2010,19974,2009-10
201002170GSW,17/02/2010,17023,2009-10
201002170LAC,17/02/2010,15485,2009-10
201002180CLE,18/02/2010,20562,2009-10
201002180LAL,18/02/2010,18997,2009-10
201002190CHA,19/02/2010,19568,2009-10
201002190PHI,19/02/2010,16376,2009-10
201002190WAS,19/02/2010,17212,2009-10
201002190DET,19/02/2010,18701,2009-10
201002190MEM,19/02/2010,16127,2009-10
201002190MIN,19/02/2010,18183,2009-10
201002190NJN,19/02/2010,11994,2009-10
201002190NOH,19/02/2010,15644,2009-10
201002190ORL,19/02/2010,17461,2009-10
201002190PHO,19/02/2010,18266,2009-10
201002190GSW,19/02/2010,18322,2009-10
201002190POR,19/02/2010,20618,2009-10
201002200TOR,20/02/2010,19149,2009-10
201002200NYK,20/02/2010,19763,2009-10
201002200CHI,20/02/2010,22147,2009-10
201002200DAL,20/02/2010,20328,2009-10
201002200HOU,20/02/2010,16550,2009-10
201002200MIL,20/02/2010,17174,2009-10
201002200LAC,20/02/2010,17903,2009-10
201002210ORL,21/02/2010,17461,2009-10
201002210DEN,21/02/2010,19818,2009-10
201002210DET,21/02/2010,20153,2009-10
201002210NJN,21/02/2010,12076,2009-10
201002210MIN,21/02/2010,14202,2009-10
201002210NOH,21/02/2010,14504,2009-10
201002210GSW,21/02/2010,17822,2009-10
201002210PHO,21/02/2010,17369,2009-10
201002210POR,21/02/2010,20565,2009-10
201002220WAS,22/02/2010,14113,2009-10
201002220NYK,22/02/2010,19763,2009-10
201002220DAL,22/02/2010,19585,2009-10
201002220UTA,22/02/2010,19911,2009-10
201002220LAC,22/02/2010,15892,2009-10
201002230CLE,23/02/2010,20562,2009-10
201002230BOS,23/02/2010,18624,2009-10
201002230MIA,23/02/2010,15854,2009-10
201002230NJN,23/02/2010,11138,2009-10
201002230MEM,23/02/2010,18119,2009-10
201002230OKC,23/02/2010,18203,2009-10
201002230SAC,23/02/2010,11557,2009-10
201002230GSW,23/02/2010,17115,2009-10
201002240ATL,24/02/2010,15059,2009-10
201002240TOR,24/02/2010,16161,2009-10
201002240WAS,24/02/2010,11875,2009-10
201002240CHI,24/02/2010,20363,2009-10
201002240MIL,24/02/2010,11936,2009-10
201002240HOU,24/02/2010,15749,2009-10
201002240SAS,24/02/2010,18400,2009-10
201002240DAL,24/02/2010,20505,2009-10
201002240PHO,24/02/2010,17765,2009-10
201002240UTA,24/02/2010,19911,2009-10
201002240LAC,24/02/2010,16095,2009-10
201002250IND,25/02/2010,14116,2009-10
201002250BOS,25/02/2010,18624,2009-10
201002250GSW,25/02/2010,18555,2009-10
201002260ATL,26/02/2010,18923,2009-10
201002260TOR,26/02/2010,20107,2009-10
201002260WAS,26/02/2010,17408,2009-10
201002260CHI,26/02/2010,21508,2009-10
201002260MEM,26/02/2010,14713,2009-10
201002260OKC,26/02/2010,18203,2009-10
201002260HOU,26/02/2010,18195,2009-10
201002260DEN,26/02/2010,19845,2009-10
201002260PHO,26/02/2010,18043,2009-10
201002260NOH,26/02/2010,16954,2009-10
201002260SAC,26/02/2010,12938,2009-10
201002260LAL,26/02/2010,18997,2009-10
201002270BOS,27/02/2010,18624,2009-10
201002270MIA,27/02/2010,18883,2009-10
201002270IND,27/02/2010,18165,2009-10
201002270NYK,27/02/2010,19763,2009-10
201002270MIN,27/02/2010,19266,2009-10
201002270UTA,27/02/2010,19911,2009-10
201002270GSW,27/02/2010,17223,2009-10
201002280SAS,28/02/2010,18581,2009-10
201002280LAL,28/02/2010,18997,2009-10
201002280ATL,28/02/2010,16381,2009-10
201002280NJN,28/02/2010,11844,2009-10
201002280OKC,28/02/2010,18203,2009-10
201002280ORL,28/02/2010,17461,2009-10
201002280SAC,28/02/2010,13071,2009-10
201002280DAL,28/02/2010,19911,2009-10
201003010CHA,01/03/2010,15691,2009-10
201003010CLE,01/03/2010,20562,2009-10
201003010PHI,01/03/2010,15817,2009-10
201003010CHI,01/03/2010,19011,2009-10
201003010MEM,01/03/2010,11123,2009-10
201003010NOH,01/03/2010,13655,2009-10
201003010HOU,01/03/2010,13943,2009-10
201003010PHO,01/03/2010,18159,2009-10
201003010LAC,01/03/2010,15422,2009-10
201003020DET,02/03/2010,17956,2009-10
201003020MIA,02/03/2010,15213,2009-10
201003020OKC,02/03/2010,17677,2009-10
201003020LAL,02/03/2010,18997,2009-10
201003030ATL,03/03/2010,15408,2009-10
201003030ORL,03/03/2010,17461,2009-10
201003030BOS,03/03/2010,18624,2009-10
201003030NJN,03/03/2010,17502,2009-10
201003030NYK,03/03/2010,19341,2009-10
201003030MIL,03/03/2010,13247,2009-10
201003030NOH,03/03/2010,14347,2009-10
201003030DAL,03/03/2010,19511,2009-10
201003030HOU,03/03/2010,15651,2009-10
201003030DEN,03/03/2010,18822,2009-10
201003030POR,03/03/2010,20623,2009-10
201003030LAC,03/03/2010,17455,2009-10
201003040CHI,04/03/2010,19187,2009-10
201003040MIA,04/03/2010,19600,2009-10
201003040PHO,04/03/2010,17912,2009-10
201003050CHA,05/03/2010,19568,2009-10
201003050CLE,05/03/2010,20562,2009-10
201003050PHI,05/03/2010,19008,2009-10
201003050TOR,05/03/2010,18889,2009-10
201003050WAS,05/03/2010,16963,2009-10
201003050ATL,05/03/2010,14066,2009-10
201003050NJN,05/03/2010,15320,2009-10
201003050DAL,05/03/2010,19954,2009-10
201003050DEN,05/03/2010,19155,2009-10
201003050SAS,05/03/2010,18581,2009-10
201003050LAC,05/03/2010,18497,2009-10
201003060CHA,06/03/2010,19392,2009-10
201003060MIA,06/03/2010,19600,2009-10
201003060NYK,06/03/2010,19763,2009-10
201003060CHI,06/03/2010,21737,2009-10
201003060MEM,06/03/2010,15928,2009-10
201003060MIN,06/03/2010,15587,2009-10
201003060MIL,06/03/2010,18717,2009-10
201003060PHO,06/03/2010,18180,2009-10
201003060UTA,06/03/2010,19911,2009-10
201003070TOR,07/03/2010,18736,2009-10
201003070ORL,07/03/2010,17461,2009-10
201003070DET,07/03/2010,18422,2009-10
201003070BOS,07/03/2010,18624,2009-10
201003070SAC,07/03/2010,12081,2009-10
201003070DEN,07/03/2010,17266,2009-10
201003080CLE,08/03/2010,20562,2009-10
201003080NYK,08/03/2010,19763,2009-10
201003080MEM,08/03/2010,10317,2009-10
201003080MIN,08/03/2010,14007,2009-10
201003080NOH,08/03/2010,13889,2009-10
201003090CHA,09/03/2010,18646,2009-10
201003090IND,09/03/2010,11535,2009-10
201003090ORL,09/03/2010,17461,2009-10
201003090WAS,09/03/2010,10422,2009-10
201003090CHI,09/03/2010,18451,2009-10
201003090MIL,09/03/2010,14316,2009-10
201003090POR,09/03/2010,20587,2009-10
201003090LAL,09/03/2010,18997,2009-10
201003100PHI,10/03/2010,11358,2009-10
201003100BOS,10/03/2010,18624,2009-10
201003100DET,10/03/2010,16908,2009-10
201003100MIA,10/03/2010,14785,2009-10
201003100MIN,10/03/2010,14256,2009-10
201003100OKC,10/03/2010,18203,2009-10
201003100DAL,10/03/2010,19770,2009-10
201003100SAS,10/03/2010,18278,2009-10
201003100SAC,10/03/2010,13412,2009-10
201003110WAS,11/03/2010,13625,2009-10
201003110ORL,11/03/2010,17461,2009-10
201003110GSW,11/03/2010,17308,2009-10
201003120CHA,12/03/2010,15835,2009-10
201003120PHI,12/03/2010,20433,2009-10
201003120BOS,12/03/2010,18624,2009-10
201003120MIA,12/03/2010,19600,2009-10
201003120DET,12/03/2010,20273,2009-10
201003120MEM,12/03/2010,12236,2009-10
201003120MIN,12/03/2010,17009,2009-10
201003120NOH,12/03/2010,17220,2009-10
201003120OKC,12/03/2010,18203,2009-10
201003120MIL,12/03/2010,14917,2009-10
201003120PHO,12/03/2010,18422,2009-10
201003120SAC,12/03/2010,12110,2009-10
201003130ATL,13/03/2010,18214,2009-10
201003130WAS,13/03/2010,20173,2009-10
201003130MEM,13/03/2010,17023,2009-10
201003130DAL,13/03/2010,20224,2009-10
201003130HOU,13/03/2010,16998,2009-10
201003130SAS,13/03/2010,18581,2009-10
201003130GSW,13/03/2010,17655,2009-10
201003140MIL,14/03/2010,15107,2009-10
201003140CLE,14/03/2010,20562,2009-10
201003140MIA,14/03/2010,18129,2009-10
201003140ORL,14/03/2010,17461,2009-10
201003140OKC,14/03/2010,18203,2009-10
201003140PHO,14/03/2010,18218,2009-10
201003140POR,14/03/2010,20639,2009-10
201003140SAC,14/03/2010,10736,2009-10
201003150PHI,15/03/2010,13563,2009-10
201003150BOS,15/03/2010,18624,2009-10
201003150HOU,15/03/2010,16369,2009-10
201003150UTA,15/03/2010,19611,2009-10
201003150GSW,15/03/2010,20038,2009-10
201003150LAC,15/03/2010,15617,2009-10
201003160IND,16/03/2010,10850,2009-10
201003160DET,16/03/2010,22076,2009-10
201003160MIA,16/03/2010,18925,2009-10
201003160NJN,16/03/2010,11128,2009-10
201003160MEM,16/03/2010,15413,2009-10
201003160DEN,16/03/2010,17447,2009-10
201003160PHO,16/03/2010,18197,2009-10
201003160SAC,16/03/2010,17361,2009-10
201003170CHA,17/03/2010,16179,2009-10
201003170CLE,17/03/2010,20562,2009-10
201003170PHI,17/03/2010,11618,2009-10
201003170TOR,17/03/2010,18441,2009-10
201003170BOS,17/03/2010,18624,2009-10
201003170ORL,17/03/2010,17461,2009-10
201003170DAL,17/03/2010,20406,2009-10
201003170HOU,17/03/2010,16142,2009-10
201003170UTA,17/03/2010,19851,2009-10
201003170GSW,17/03/2010,17155,2009-10
201003170LAC,17/03/2010,15241,2009-10
201003180MIA,18/03/2010,18874,2009-10
201003180DEN,18/03/2010,19155,2009-10
201003190IND,19/03/2010,13583,2009-10
201003190TOR,19/03/2010,19351,2009-10
201003190ATL,19/03/2010,17697,2009-10
201003190NYK,19/03/2010,19763,2009-10
201003190CHI,19/03/2010,23129,2009-10
201003190HOU,19/03/2010,18198,2009-10
201003190SAS,19/03/2010,18581,2009-10
201003190PHO,19/03/2010,18422,2009-10
201003190POR,19/03/2010,20592,2009-10
201003190SAC,19/03/2010,12098,2009-10
201003190LAL,19/03/2010,18997,2009-10
201003200PHI,20/03/2010,16098,2009-10
201003200MIA,20/03/2010,18766,2009-10
201003200NJN,20/03/2010,11048,2009-10
201003200MEM,20/03/2010,14897,2009-10
201003200DAL,20/03/2010,20488,2009-10
201003200DEN,20/03/2010,19390,2009-10
201003200UTA,20/03/2010,18766,2009-10
201003210NYK,21/03/2010,17242,2009-10
201003210IND,21/03/2010,14701,2009-10
201003210LAC,21/03/2010,17233,2009-10
201003210CLE,21/03/2010,20562,2009-10
201003210ATL,21/03/2010,18729,2009-10
201003210LAL,21/03/2010,18997,2009-10
201003210PHO,21/03/2010,18422,2009-10
201003220PHI,22/03/2010,13995,2009-10
201003220NJN,22/03/2010,11934,2009-10
201003220CHI,22/03/2010,19834,2009-10
201003220MIL,22/03/2010,14186,2009-10
201003220MIN,22/03/2010,14554,2009-10
201003220NOH,22/03/2010,14047,2009-10
201003220OKC,22/03/2010,18203,2009-10
201003220UTA,22/03/2010,19911,2009-10
201003220SAC,22/03/2010,11497,2009-10
201003220GSW,22/03/2010,18722,2009-10
201003230WAS,23/03/2010,12742,2009-10
201003230DET,23/03/2010,17109,2009-10
201003230NYK,23/03/2010,19763,2009-10
201003230DAL,23/03/2010,19705,2009-10
201003240ATL,24/03/2010,16887,2009-10
201003240BOS,24/03/2010,18624,2009-10
201003240CHA,24/03/2010,14457,2009-10
201003240IND,24/03/2010,12504,2009-10
201003240TOR,24/03/2010,16178,2009-10
201003240NJN,24/03/2010,10068,2009-10
201003240MIL,24/03/2010,12675,2009-10
201003240NOH,24/03/2010,18008,2009-10
201003240OKC,24/03/2010,18203,2009-10
201003240SAS,24/03/2010,18581,2009-10
201003240GSW,24/03/2010,17123,2009-10
201003250CHI,25/03/2010,21592,2009-10
201003250HOU,25/03/2010,15201,2009-10
201003250POR,25/03/2010,20611,2009-10
201003260CHA,26/03/2010,16365,2009-10
201003260IND,26/03/2010,15463,2009-10
201003260ORL,26/03/2010,17461,2009-10
201003260PHI,26/03/2010,13293,2009-10
201003260TOR,26/03/2010,19800,2009-10
201003260BOS,26/03/2010,18624,2009-10
201003260NJN,26/03/2010,13469,2009-10
201003260OKC,26/03/2010,18203,2009-10
201003260MIL,26/03/2010,17841,2009-10
201003260SAS,26/03/2010,18581,2009-10
201003260PHO,26/03/2010,18422,2009-10
201003270WAS,27/03/2010,15312,2009-10
201003270CHI,27/03/2010,20592,2009-10
201003270NOH,27/03/2010,16475,2009-10
201003270HOU,27/03/2010,18583,2009-10
201003270GSW,27/03/2010,19104,2009-10
201003280CLE,28/03/2010,20562,2009-10
201003280MIL,28/03/2010,17008,2009-10
201003280ATL,28/03/2010,16646,2009-10
201003280DET,28/03/2010,22076,2009-10
201003280MIA,28/03/2010,19600,2009-10
201003280ORL,28/03/2010,17461,2009-10
201003280MIN,28/03/2010,16668,2009-10
201003280OKC,28/03/2010,18203,2009-10
201003280BOS,28/03/2010,18624,2009-10
201003280LAC,28/03/2010,17868,2009-10
201003290CHA,29/03/2010,14534,2009-10
201003290NJN,29/03/2010,13053,2009-10
201003290NOH,29/03/2010,18206,2009-10
201003290DAL,29/03/2010,20085,2009-10
201003290UTA,29/03/2010,19911,2009-10
201003300IND,30/03/2010,13339,2009-10
201003300PHI,30/03/2010,14809,2009-10
201003300CHI,30/03/2010,21169,2009-10
201003300MIL,30/03/2010,14321,2009-10
201003300HOU,30/03/2010,14395,2009-10
201003310ATL,31/03/2010,20190,2009-10
201003310CHA,31/03/2010,14139,2009-10
201003310CLE,31/03/2010,20562,2009-10
201003310TOR,31/03/2010,16106,2009-10
201003310BOS,31/03/2010,18624,2009-10
201003310DET,31/03/2010,22076,2009-10
201003310NJN,31/03/2010,14734,2009-10
201003310MEM,31/03/2010,11616,2009-10
201003310MIN,31/03/2010,15582,2009-10
201003310NOH,31/03/2010,14634,2009-10
201003310SAS,31/03/2010,18581,2009-10
201003310POR,31/03/2010,20636,2009-10
201003310UTA,31/03/2010,19617,2009-10
201004010DAL,01/04/2010,19965,2009-10
201004010DEN,01/04/2010,19155,2009-10
201004020CHA,02/04/2010,18118,2009-10
201004020IND,02/04/2010,16787,2009-10
201004020WAS,02/04/2010,18002,2009-10
201004020BOS,02/04/2010,18624,2009-10
201004020CLE,02/04/2010,20562,2009-10
201004020DET,02/04/2010,22076,2009-10
201004020MEM,02/04/2010,15043,2009-10
201004020SAS,02/04/2010,18581,2009-10
201004020GSW,02/04/2010,19230,2009-10
201004020LAL,02/04/2010,18997,2009-10
201004030PHI,03/04/2010,13430,2009-10
201004030ATL,03/04/2010,18729,2009-10
201004030NJN,03/04/2010,14698,2009-10
201004030CHI,03/04/2010,20996,2009-10
201004030MIN,03/04/2010,17601,2009-10
201004030DAL,03/04/2010,20329,2009-10
201004030MIL,03/04/2010,16436,2009-10
201004030DEN,03/04/2010,19155,2009-10
201004030SAC,03/04/2010,12875,2009-10
201004040BOS,04/04/2010,18624,2009-10
201004040LAL,04/04/2010,18997,2009-10
201004040IND,04/04/2010,14201,2009-10
201004040ORL,04/04/2010,17461,2009-10
201004040TOR,04/04/2010,17509,2009-10
201004040WAS,04/04/2010,10112,2009-10
201004040OKC,04/04/2010,18203,2009-10
201004040LAC,04/04/2010,16083,2009-10
201004060CHA,06/04/2010,18610,2009-10
201004060CLE,06/04/2010,20562,2009-10
201004060PHI,06/04/2010,13832,2009-10
201004060WAS,06/04/2010,14721,2009-10
201004060NYK,06/04/2010,19763,2009-10
201004060CHI,06/04/2010,20268,2009-10
201004060MEM,06/04/2010,11673,2009-10
201004060UTA,06/04/2010,19911,2009-10
201004060SAC,06/04/2010,11732,2009-10
201004070IND,07/04/2010,15330,2009-10
201004070ORL,07/04/2010,17461,2009-10
201004070TOR,07/04/2010,18793,2009-10
201004070DET,07/04/2010,22076,2009-10
201004070MIA,07/04/2010,18221,2009-10
201004070HOU,07/04/2010,15004,2009-10
201004070MIL,07/04/2010,16037,2009-10
201004070MIN,07/04/2010,15863,2009-10
201004070NOH,07/04/2010,13333,2009-10
201004070OKC,07/04/2010,18332,2009-10
201004070DAL,07/04/2010,20105,2009-10
201004070LAC,07/04/2010,16790,2009-10
201004070PHO,07/04/2010,18422,2009-10
201004080CHI,08/04/2010,21707,2009-10
201004080SAC,08/04/2010,11418,2009-10
201004080DEN,08/04/2010,20044,2009-10
201004090ORL,09/04/2010,17461,2009-10
201004090PHI,09/04/2010,14217,2009-10
201004090ATL,09/04/2010,19382,2009-10
201004090BOS,09/04/2010,18624,2009-10
201004090CLE,09/04/2010,20562,2009-10
201004090MIA,09/04/2010,19600,2009-10
201004090MIN,09/04/2010,20200,2009-10
201004090NJN,09/04/2010,15909,2009-10
201004090NOH,09/04/2010,16624,2009-10
201004090OKC,09/04/2010,18334,2009-10
201004090HOU,09/04/2010,16488,2009-10
