game_code,Date,attendance,season
201102090SAC,09/02/2011,12310,2010-11
201102090GSW,09/02/2011,18430,2010-11
201102100BOS,10/02/2011,18624,2010-11
201102100PHO,10/02/2011,16731,2010-11
201102100DEN,10/02/2011,16273,2010-11
201102110CHA,11/02/2011,15386,2010-11
201102110IND,11/02/2011,12559,2010-11
201102110ORL,11/02/2011,18944,2010-11
201102110PHI,11/02/2011,15501,2010-11
201102110TOR,11/02/2011,15625,2010-11
201102110CLE,11/02/2011,20562,2010-11
201102110DET,11/02/2011,22076,2010-11
201102110MEM,11/02/2011,14749,2010-11
201102110NYK,11/02/2011,19763,2010-11
201102110UTA,11/02/2011,19911,2010-11
201102120ATL,12/02/2011,16948,2010-11
201102120NJN,12/02/2011,18711,2010-11
201102120MIN,12/02/2011,17011,2010-11
201102120NOH,12/02/2011,17831,2010-11
201102120WAS,12/02/2011,20435,2010-11
201102120HOU,12/02/2011,17009,2010-11
201102120MIL,12/02/2011,17046,2010-11
201102120SAC,12/02/2011,14987,2010-11
201102130BOS,13/02/2011,18624,2010-11
201102130ORL,13/02/2011,19193,2010-11
201102130CLE,13/02/2011,19154,2010-11
201102130DET,13/02/2011,15257,2010-11
201102130MEM,13/02/2011,15398,2010-11
201102130TOR,13/02/2011,19800,2010-11
201102130GSW,13/02/2011,19596,2010-11
201102130PHO,13/02/2011,17798,2010-11
201102140CHA,14/02/2011,19488,2010-11
201102140NJN,14/02/2011,13433,2010-11
201102140DET,14/02/2011,11844,2010-11
201102140MIL,14/02/2011,13111,2010-11
201102140MIN,14/02/2011,11227,2010-11
201102140HOU,14/02/2011,16450,2010-11
201102150IND,15/02/2011,18165,2010-11
201102150CHI,15/02/2011,21391,2010-11
201102150MEM,15/02/2011,11197,2010-11
201102150OKC,15/02/2011,18087,2010-11
201102150PHO,15/02/2011,16874,2010-11
201102150GSW,15/02/2011,18276,2010-11
201102160ORL,16/02/2011,19054,2010-11
201102160TOR,16/02/2011,20156,2010-11
201102160BOS,16/02/2011,18624,2010-11
201102160CLE,16/02/2011,20562,2010-11
201102160DET,16/02/2011,12551,2010-11
201102160NYK,16/02/2011,19763,2010-11
201102160MIN,16/02/2011,15227,2010-11
201102160DAL,16/02/2011,20420,2010-11
201102160HOU,16/02/2011,14476,2010-11
201102160MIL,16/02/2011,16033,2010-11
201102160UTA,16/02/2011,19911,2010-11
201102160POR,16/02/2011,20650,2010-11
201102170CHI,17/02/2011,22172,2010-11
201102170PHO,17/02/2011,17903,2010-11
201102220CHA,22/02/2011,12976,2010-11
201102220WAS,22/02/2011,14328,2010-11
201102220DET,22/02/2011,12353,2010-11
201102220MIA,22/02/2011,19754,2010-11
201102220MIL,22/02/2011,13106,2010-11
201102220OKC,22/02/2011,18203,2010-11
201102220DEN,22/02/2011,14638,2010-11
201102220GSW,22/02/2011,19738,2010-11
201102220LAL,22/02/2011,18997,2010-11
201102230CLE,23/02/2011,18027,2010-11
201102230IND,23/02/2011,12214,2010-11
201102230ORL,23/02/2011,19146,2010-11
201102230PHI,23/02/2011,12704,2010-11
201102230SAS,23/02/2011,18581,2010-11
201102230TOR,23/02/2011,18105,2010-11
201102230NYK,23/02/2011,19763,2010-11
201102230MIN,23/02/2011,11497,2010-11
201102230DAL,23/02/2011,20379,2010-11
201102230PHO,23/02/2011,18254,2010-11
201102230NOH,23/02/2011,17537,2010-11
201102230POR,23/02/2011,20643,2010-11
201102240CHI,24/02/2011,23024,2010-11
201102240DEN,24/02/2011,18524,2010-11
201102250CHA,25/02/2011,15782,2010-11
201102250IND,25/02/2011,16205,2010-11
201102250PHI,25/02/2011,15105,2010-11
201102250TOR,25/02/2011,19004,2010-11
201102250CLE,25/02/2011,20562,2010-11
201102250MIA,25/02/2011,19825,2010-11
201102250MIN,25/02/2011,16965,2010-11
201102250ORL,25/02/2011,19011,2010-11
201102250SAS,25/02/2011,18581,2010-11
201102250GSW,25/02/2011,19858,2010-11
201102250LAL,25/02/2011,18997,2010-11
201102250POR,25/02/2011,20659,2010-11
201102260DET,26/02/2011,18564,2010-11
201102260MEM,26/02/2011,16028,2010-11
201102260WAS,26/02/2011,19203,2010-11
201102260HOU,26/02/2011,17209,2010-11
201102260MIL,26/02/2011,18717,2010-11
201102260LAC,26/02/2011,19513,2010-11
201102270IND,27/02/2011,14168,2010-11
201102270OKC,27/02/2011,18203,2010-11
201102270CLE,27/02/2011,19882,2010-11
201102270MIN,27/02/2011,16021,2010-11
201102270ORL,27/02/2011,18846,2010-11
201102270TOR,27/02/2011,16827,2010-11
201102270NOH,27/02/2011,17466,2010-11
201102270SAS,27/02/2011,18581,2010-11
201102270MIA,27/02/2011,19702,2010-11
201102270POR,27/02/2011,20642,2010-11
201102280NJN,28/02/2011,15836,2010-11
201102280WAS,28/02/2011,17873,2010-11
201102280DEN,28/02/2011,16163,2010-11
201102280UTA,28/02/2011,19911,2010-11
201102280SAC,28/02/2011,17317,2010-11
201103010IND,01/03/2011,9557,2010-11
201103010ORL,01/03/2011,19131,2010-11
201103010PHI,01/03/2011,13509,2010-11
201103010TOR,01/03/2011,14704,2010-11
201103010MEM,01/03/2011,13480,2010-11
201103010MIL,01/03/2011,11364,2010-11
201103010MIN,01/03/2011,17111,2010-11
201103010POR,01/03/2011,20272,2010-11
201103020ATL,02/03/2011,16928,2010-11
201103020CLE,02/03/2011,18795,2010-11
201103020WAS,02/03/2011,17865,2010-11
201103020BOS,02/03/2011,18624,2010-11
201103020DET,02/03/2011,13122,2010-11
201103020NYK,02/03/2011,19763,2010-11
201103020OKC,02/03/2011,18203,2010-11
201103020DEN,02/03/2011,14255,2010-11
201103020SAC,02/03/2011,12286,2010-11
201103020LAC,02/03/2011,19060,2010-11
201103030MIA,03/03/2011,19600,2010-11
201103030UTA,03/03/2011,19524,2010-11
201103040NJN,04/03/2011,18689,2010-11
201103040ORL,04/03/2011,19207,2010-11
201103040PHI,04/03/2011,12008,2010-11
201103040ATL,04/03/2011,17916,2010-11
201103040BOS,04/03/2011,18624,2010-11
201103040NYK,04/03/2011,19763,2010-11
201103040MEM,04/03/2011,15367,2010-11
201103040DAL,04/03/2011,20385,2010-11
201103040MIL,04/03/2011,15011,2010-11
201103040SAS,04/03/2011,18581,2010-11
201103040LAL,04/03/2011,18997,2010-11
201103050NJN,05/03/2011,18689,2010-11
201103050WAS,05/03/2011,18216,2010-11
201103050HOU,05/03/2011,14965,2010-11
201103050UTA,05/03/2011,19911,2010-11
201103050POR,05/03/2011,20588,2010-11
201103050LAC,05/03/2011,19060,2010-11
201103060MIA,06/03/2011,19763,2010-11
201103060SAS,06/03/2011,18996,2010-11
201103060DET,06/03/2011,17506,2010-11
201103060PHI,06/03/2011,11294,2010-11
201103060ATL,06/03/2011,19560,2010-11
201103060CLE,06/03/2011,18754,2010-11
201103060OKC,06/03/2011,18203,2010-11
201103060DAL,06/03/2011,20102,2010-11
201103060MIL,06/03/2011,16110,2010-11
201103070CHA,07/03/2011,16438,2010-11
201103070ORL,07/03/2011,19001,2010-11
201103070NYK,07/03/2011,19763,2010-11
201103070CHI,07/03/2011,21997,2010-11
201103070MEM,07/03/2011,13903,2010-11
201103070MIN,07/03/2011,13288,2010-11
201103070SAC,07/03/2011,12561,2010-11
201103080ATL,08/03/2011,19890,2010-11
201103080CLE,08/03/2011,19919,2010-11
201103080IND,08/03/2011,9466,2010-11
201103080WAS,08/03/2011,16190,2010-11
201103080MIA,08/03/2011,19835,2010-11
201103080PHO,08/03/2011,17363,2010-11
201103090CHA,09/03/2011,15286,2010-11
201103090NJN,09/03/2011,13513,2010-11
201103090PHI,09/03/2011,19283,2010-11
201103090TOR,09/03/2011,14425,2010-11
201103090BOS,09/03/2011,18624,2010-11
201103090MEM,09/03/2011,17512,2010-11
201103090MIL,09/03/2011,12499,2010-11
201103090MIN,09/03/2011,15153,2010-11
201103090NOH,09/03/2011,14472,2010-11
201103090SAS,09/03/2011,18581,2010-11
201103090SAC,09/03/2011,12728,2010-11
201103100MIA,10/03/2011,19986,2010-11
201103100DAL,10/03/2011,20517,2010-11
201103100PHO,10/03/2011,17465,2010-11
201103110CHA,11/03/2011,18176,2010-11
201103110NJN,11/03/2011,18711,2010-11
201103110PHI,11/03/2011,20614,2010-11
201103110TOR,11/03/2011,14726,2010-11
201103110CHI,11/03/2011,22123,2010-11
201103110MIN,11/03/2011,18534,2010-11
201103110OKC,11/03/2011,18203,2010-11
201103110SAS,11/03/2011,18712,2010-11
201103110GSW,11/03/2011,19596,2010-11
201103120MIA,12/03/2011,19600,2010-11
201103120ATL,12/03/2011,15522,2010-11
201103120WAS,12/03/2011,20278,2010-11
201103120CHI,12/03/2011,22885,2010-11
201103120MIL,12/03/2011,15832,2010-11
201103120NOH,12/03/2011,15530,2010-11
201103120HOU,12/03/2011,18245,2010-11
201103120DAL,12/03/2011,20619,2010-11
201103120DEN,12/03/2011,19155,2010-11
201103130CLE,13/03/2011,19811,2010-11
201103130TOR,13/03/2011,16557,2010-11
201103130PHO,13/03/2011,18091,2010-11
201103130BOS,13/03/2011,18624,2010-11
201103130NYK,13/03/2011,19763,2010-11
201103130GSW,13/03/2011,17788,2010-11
201103140NJN,14/03/2011,18711,2010-11
201103140WAS,14/03/2011,17921,2010-11
201103140MEM,14/03/2011,15989,2010-11
201103140MIA,14/03/2011,20021,2010-11
201103140NOH,14/03/2011,11782,2010-11
201103140HOU,14/03/2011,16262,2010-11
201103140UTA,14/03/2011,19632,2010-11
201103140SAC,14/03/2011,14243,2010-11
201103140LAL,14/03/2011,18997,2010-11
201103150ATL,15/03/2011,13590,2010-11
201103150IND,15/03/2011,14164,2010-11
201103150CHI,15/03/2011,22103,2010-11
201103150POR,15/03/2011,20631,2010-11
201103160ATL,16/03/2011,14669,2010-11
201103160BOS,16/03/2011,18624,2010-11
201103160DET,16/03/2011,15166,2010-11
201103160MIA,16/03/2011,20083,2010-11
201103160MIL,16/03/2011,13831,2010-11
201103160NOH,16/03/2011,13758,2010-11
201103160HOU,16/03/2011,14822,2010-11
201103160UTA,16/03/2011,19465,2010-11
201103160SAC,16/03/2011,13477,2010-11
201103160GSW,16/03/2011,19596,2010-11
201103160LAC,16/03/2011,19060,2010-11
201103170NJN,17/03/2011,18351,2010-11
201103170NYK,17/03/2011,19763,2010-11
201103170POR,17/03/2011,20235,2010-11
201103180IND,18/03/2011,18165,2010-11
201103180ORL,18/03/2011,19113,2010-11
201103180TOR,18/03/2011,18017,2010-11
201103180ATL,18/03/2011,20024,2010-11
201103180DET,18/03/2011,22076,2010-11
201103180OKC,18/03/2011,18203,2010-11
201103180DAL,18/03/2011,20614,2010-11
201103180HOU,18/03/2011,18412,2010-11
201103180MIL,18/03/2011,14563,2010-11
201103180PHO,18/03/2011,18422,2010-11
201103180SAC,18/03/2011,15373,2010-11
201103180LAL,18/03/2011,18997,2010-11
201103190LAC,19/03/2011,19060,2010-11
201103190MIA,19/03/2011,19600,2010-11
201103190MEM,19/03/2011,17013,2010-11
201103190NOH,19/03/2011,18018,2010-11
201103190SAS,19/03/2011,19075,2010-11
201103190POR,19/03/2011,20637,2010-11
201103200WAS,20/03/2011,17761,2010-11
201103200ATL,20/03/2011,17580,2010-11
201103200MIL,20/03/2011,18052,2010-11
201103200LAC,20/03/2011,19060,2010-11
201103200MIN,20/03/2011,18993,2010-11
201103200HOU,20/03/2011,14459,2010-11
201103200OKC,20/03/2011,18203,2010-11
201103200DAL,20/03/2011,20324,2010-11
201103200LAL,20/03/2011,18997,2010-11
201103210CLE,21/03/2011,19343,2010-11
201103210NJN,21/03/2011,13792,2010-11
201103210NYK,21/03/2011,19763,2010-11
201103210CHI,21/03/2011,21873,2010-11
201103210MEM,21/03/2011,12688,2010-11
201103210SAS,21/03/2011,18443,2010-11
201103210DEN,21/03/2011,16258,2010-11
201103220ATL,22/03/2011,18203,2010-11
201103220POR,22/03/2011,20624,2010-11
201103220LAL,22/03/2011,18997,2010-11
201103230CHA,23/03/2011,14703,2010-11
201103230CLE,23/03/2011,18923,2010-11
201103230PHI,23/03/2011,15199,2010-11
201103230BOS,23/03/2011,18624,2010-11
201103230DET,23/03/2011,22076,2010-11
201103230MIL,23/03/2011,14122,2010-11
201103230NYK,23/03/2011,19763,2010-11
201103230OKC,23/03/2011,18203,2010-11
201103230HOU,23/03/2011,16623,2010-11
201103230PHO,23/03/2011,17865,2010-11
201103230DEN,23/03/2011,19155,2010-11
201103230LAC,23/03/2011,19060,2010-11
201103240DAL,24/03/2011,20296,2010-11
201103240UTA,24/03/2011,18840,2010-11
201103250IND,25/03/2011,13813,2010-11
201103250ORL,25/03/2011,19087,2010-11
201103250BOS,25/03/2011,18624,2010-11
201103250CLE,25/03/2011,19907,2010-11
201103250MIA,25/03/2011,19840,2010-11
201103250NYK,25/03/2011,19763,2010-11
201103250CHI,25/03/2011,22274,2010-11
201103250OKC,25/03/2011,18203,2010-11
201103250DEN,25/03/2011,19308,2010-11
201103250PHO,25/03/2011,18422,2010-11
201103250POR,25/03/2011,20644,2010-11
201103250GSW,25/03/2011,17504,2010-11
201103250LAL,25/03/2011,18997,2010-11
201103260ATL,26/03/2011,17093,2010-11
201103260CHA,26/03/2011,19356,2010-11
201103260DET,26/03/2011,19216,2010-11
201103260MIL,26/03/2011,18717,2010-11
201103260UTA,26/03/2011,19649,2010-11
201103260LAC,26/03/2011,19060,2010-11
201103270PHI,27/03/2011,16235,2010-11
201103270CLE,27/03/2011,20226,2010-11
201103270MEM,27/03/2011,17098,2010-11
201103270MIA,27/03/2011,19825,2010-11
201103270MIN,27/03/2011,19178,2010-11
201103270OKC,27/03/2011,18203,2010-11
201103270GSW,27/03/2011,17723,2010-11
201103270LAL,27/03/2011,18997,2010-11
201103270PHO,27/03/2011,17314,2010-11
201103280CHA,28/03/2011,12368,2010-11
201103280IND,28/03/2011,15932,2010-11
201103280NYK,28/03/2011,19763,2010-11
201103280CHI,28/03/2011,22210,2010-11
201103280SAS,28/03/2011,18583,2010-11
201103280UTA,28/03/2011,19724,2010-11
201103290CLE,29/03/2011,20562,2010-11
201103290NJN,29/03/2011,13866,2010-11
201103290OKC,29/03/2011,18203,2010-11
201103290SAC,29/03/2011,13774,2010-11
201103300ATL,30/03/2011,15114,2010-11
201103300CHA,30/03/2011,12584,2010-11
201103300IND,30/03/2011,9390,2010-11
201103300PHI,30/03/2011,16635,2010-11
201103300TOR,30/03/2011,15906,2010-11
201103300WAS,30/03/2011,18916,2010-11
201103300NYK,30/03/2011,19763,2010-11
201103300MEM,30/03/2011,13815,2010-11
201103300MIN,30/03/2011,19207,2010-11
201103300NOH,30/03/2011,12575,2010-11
201103300DEN,30/03/2011,17955,2010-11
201103300PHO,30/03/2011,18033,2010-11
201103300LAC,30/03/2011,19060,2010-11
201103310SAS,31/03/2011,18583,2010-11
201103310LAL,31/03/2011,18997,2010-11
201104010IND,01/04/2011,11177,2010-11
201104010ORL,01/04/2011,18969,2010-11
201104010PHI,01/04/2011,16695,2010-11
201104010WAS,01/04/2011,17427,2010-11
201104010DET,01/04/2011,22076,2010-11
201104010ATL,01/04/2011,19763,2010-11
201104010MIN,01/04/2011,19096,2010-11
201104010NOH,01/04/2011,16561,2010-11
201104010HOU,01/04/2011,18059,2010-11
201104010PHO,01/04/2011,18422,2010-11
201104010POR,01/04/2011,20709,2010-11
201104010SAC,01/04/2011,15871,2010-11
201104010UTA,01/04/2011,19911,2010-11
201104020CHI,02/04/2011,22228,2010-11
201104020MEM,02/04/2011,15327,2010-11
201104020MIL,02/04/2011,17079,2010-11
201104020GSW,02/04/2011,18128,2010-11
201104020LAC,02/04/2011,19060,2010-11
201104030SAS,03/04/2011,18581,2010-11
201104030LAL,03/04/2011,18997,2010-11
201104030BOS,03/04/2011,18624,2010-11
201104030CHA,03/04/2011,16444,2010-11
201104030NJN,03/04/2011,18711,2010-11
201104030NYK,03/04/2011,19763,2010-11
201104030SAC,03/04/2011,17215,2010-11
201104030TOR,03/04/2011,19800,2010-11
201104030HOU,03/04/2011,15993,2010-11
201104030NOH,03/04/2011,13898,2010-11
201104030POR,03/04/2011,20534,2010-11
201104050ATL,05/04/2011,17277,2010-11
201104050CLE,05/04/2011,19835,2010-11
201104050NJN,05/04/2011,13461,2010-11
201104050ORL,05/04/2011,18996,2010-11
201104050WAS,05/04/2011,18131,2010-11
201104050BOS,05/04/2011,18624,2010-11
201104050NYK,05/04/2011,19763,2010-11
201104050CHI,05/04/2011,21873,2010-11
201104050MEM,05/04/2011,15433,2010-11
201104050HOU,05/04/2011,15523,2010-11
201104050DEN,05/04/2011,18203,2010-11
201104050POR,05/04/2011,20551,2010-11
201104050LAL,05/04/2011,18997,2010-11
201104060CHA,06/04/2011,16234,2010-11
201104060IND,06/04/2011,14222,2010-11
201104060PHI,06/04/2011,18375,2010-11
201104060TOR,06/04/2011,14886,2010-11
201104060DET,06/04/2011,14554,2010-11
201104060MIA,06/04/2011,20017,2010-11
201104060MIN,06/04/2011,16113,2010-11
201104060NOH,06/04/2011,12728,2010-11
201104060OKC,06/04/2011,18203,2010-11
201104060DAL,06/04/2011,20364,2010-11
201104060SAS,06/04/2011,18590,2010-11
201104060GSW,06/04/2011,20024,2010-11
201104070CHI,07/04/2011,23067,2010-11
201104070UTA,07/04/2011,18831,2010-11
201104080IND,08/04/2011,15879,2010-11
201104080NJN,08/04/2011,18023,2010-11
201104080PHI,08/04/2011,16362,2010-11
201104080BOS,08/04/2011,18624,2010-11
201104080CLE,08/04/2011,20562,2010-11
201104080DET,08/04/2011,16266,2010-11
201104080MIA,08/04/2011,19897,2010-11
201104080MEM,08/04/2011,16517,2010-11
201104080NOH,08/04/2011,14950,2010-11
201104080OKC,08/04/2011,18203,2010-11
201104080DAL,08/04/2011,20382,2010-11
201104080POR,08/04/2011,20697,2010-11
201104090WAS,09/04/2011,19771,2010-11
201104090HOU,09/04/2011,18089,2010-11
201104090MIL,09/04/2011,18717,2010-11
201104090SAS,09/04/2011,18802,2010-11
201104090DEN,09/04/2011,19155,2010-11
201104100ORL,10/04/2011,19181,2010-11
201104100MIA,10/04/2011,19766,2010-11
201104100CHA,10/04/2011,16234,2010-11
201104100MEM,10/04/2011,17041,2010-11
201104100TOR,10/04/2011,17755,2010-11
201104100IND,10/04/2011,13542,2010-11
201104100DAL,10/04/2011,20355,2010-11
201104100GSW,10/04/2011,19596,2010-11
201104100LAL,10/04/2011,18997,2010-11
201104110ATL,11/04/2011,18529,2010-11
201104110NJN,11/04/2011,13853,2010-11
201104110PHI,11/04/2011,19139,2010-11
201104110WAS,11/04/2011,17787,2010-11
201104110DET,11/04/2011,15589,2010-11
201104110MIL,11/04/2011,13279,2010-11
201104110NOH,11/04/2011,12558,2010-11
201104110HOU,11/04/2011,14898,2010-11
201104110DEN,11/04/2011,19155,2010-11
201104110PHO,11/04/2011,17485,2010-11
201104110SAC,11/04/2011,15683,2010-11
201104120NYK,12/04/2011,19763,2010-11
201104120POR,12/04/2011,20662,2010-11
201104120LAL,12/04/2011,18997,2010-11
201104130BOS,13/04/2011,18624,2010-11
201104130CHA,13/04/2011,16138,2010-11
201104130CHI,13/04/2011,22420,2010-11
201104130CLE,13/04/2011,20562,2010-11
201104130DAL,13/04/2011,20366,2010-11
201104130MIN,13/04/2011,17101,2010-11
201104130OKC,13/04/2011,18203,2010-11
201104130ORL,13/04/2011,19169,2010-11
201104130PHI,13/04/2011,13760,2010-11
201104130TOR,13/04/2011,20108,2010-11
201104130UTA,13/04/2011,19051,2010-11
201104130GSW,13/04/2011,19596,2010-11
201104130LAC,13/04/2011,19060,2010-11
201104130PHO,13/04/2011,18195,2010-11
201104130SAC,13/04/2011,17641,2010-11
201104160CHI,16/04/2011,22986,2010-11
201104160MIA,16/04/2011,19600,2010-11
201104160ORL,16/04/2011,19108,2010-11
201104160DAL,16/04/2011,20541,2010-11
201104170SAS,17/04/2011,18581,2010-11
201104170LAL,17/04/2011,18997,2010-11
201104170BOS,17/04/2011,18624,2010-11
201104170OKC,17/04/2011,18203,2010-11
201104180MIA,18/04/2011,20204,2010-11
201104180CHI,18/04/2011,22480,2010-11
201104190BOS,19/04/2011,18624,2010-11
201104190ORL,19/04/2011,19160,2010-11
201104190DAL,19/04/2011,20620,2010-11
201104200OKC,20/04/2011,18203,2010-11
201104200SAS,20/04/2011,18760,2010-11
201104200LAL,20/04/2011,18997,2010-11
201104210IND,21/04/2011,18165,2010-11
201104210PHI,21/04/2011,20404,2010-11
201104210POR,21/04/2011,20217,2010-11
201104220NYK,22/04/2011,19763,2010-11
201104220ATL,22/04/2011,19865,2010-11
201104220NOH,22/04/2011,18340,2010-11
201104230IND,23/04/2011,18165,2010-11
201104230POR,23/04/2011,20357,2010-11
201104230MEM,23/04/2011,18119,2010-11
201104230DEN,23/04/2011,19958,2010-11
201104240PHI,24/04/2011,19048,2010-11
201104240NYK,24/04/2011,19763,2010-11
201104240ATL,24/04/2011,19490,2010-11
201104240NOH,24/04/2011,18083,2010-11
201104250MEM,25/04/2011,18119,2010-11
201104250DAL,25/04/2011,20837,2010-11
201104250DEN,25/04/2011,19155,2010-11
201104260ORL,26/04/2011,19091,2010-11
201104260CHI,26/04/2011,22822,2010-11
201104260LAL,26/04/2011,18997,2010-11
201104270MIA,27/04/2011,19896,2010-11
201104270SAS,27/04/2011,18581,2010-11
201104270OKC,27/04/2011,18203,2010-11
201104280ATL,28/04/2011,19282,2010-11
201104280NOH,28/04/2011,17949,2010-11
201104280POR,28/04/2011,20494,2010-11
201104290MEM,29/04/2011,18119,2010-11
201112250NYK,25/12/2011,19763,2011-12
201112250DAL,25/12/2011,20421,2011-12
201112250LAL,25/12/2011,18997,2011-12
201112250OKC,25/12/2011,18203,2011-12
201112250GSW,25/12/2011,19596,2011-12
201112260IND,26/12/2011,18165,2011-12
201112260WAS,26/12/2011,17102,2011-12
201112260ORL,26/12/2011,18846,2011-12
201112260CLE,26/12/2011,20562,2011-12
201112260CHA,26/12/2011,17173,2011-12
201112260MIN,26/12/2011,19406,2011-12
201112260DAL,26/12/2011,20408,2011-12
201112260SAS,26/12/2011,18581,2011-12
201112260PHO,26/12/2011,17776,2011-12
201112260SAC,26/12/2011,17317,2011-12
201112260POR,26/12/2011,20509,2011-12
201112260GSW,26/12/2011,19596,2011-12
201112270NJN,27/12/2011,18711,2011-12
201112270MIA,27/12/2011,20166,2011-12
201112270MIL,27/12/2011,17352,2011-12
201112270POR,27/12/2011,20350,2011-12
201112270LAL,27/12/2011,18997,2011-12
201112280TOR,28/12/2011,19800,2011-12
201112280CHA,28/12/2011,19614,2011-12
201112280ATL,28/12/2011,17750,2011-12
201112280DET,28/12/2011,22076,2011-12
201112280NOH,28/12/2011,17802,2011-12
201112280MEM,28/12/2011,18119,2011-12
201112280SAS,28/12/2011,18581,2011-12
201112280PHO,28/12/2011,16360,2011-12
201112280DEN,28/12/2011,19155,2011-12
201112280GSW,28/12/2011,19596,2011-12
201112290ORL,29/12/2011,18954,2011-12
201112290OKC,29/12/2011,18203,2011-12
201112290HOU,29/12/2011,18267,2011-12
201112290POR,29/12/2011,20531,2011-12
201112290SAC,29/12/2011,17317,2011-12
201112290LAL,29/12/2011,18997,2011-12
201112300IND,30/12/2011,13004,2011-12
201112300CHA,30/12/2011,18064,2011-12
201112300BOS,30/12/2011,18624,2011-12
201112300ATL,30/12/2011,16300,2011-12
201112300MEM,30/12/2011,16069,2011-12
201112300MIN,30/12/2011,19356,2011-12
201112300NOH,30/12/2011,15790,2011-12
201112300DAL,30/12/2011,20307,2011-12
201112300MIL,30/12/2011,17065,2011-12
201112300UTA,30/12/2011,19911,2011-12
201112300LAC,30/12/2011,19426,2011-12
201112310LAL,31/12/2011,18997,2011-12
201112310DET,31/12/2011,8824,2011-12
201112310HOU,31/12/2011,14390,2011-12
201112310OKC,31/12/2011,18203,2011-12
201112310SAC,31/12/2011,16175,2011-12
201112310SAS,31/12/2011,17769,2011-12
201112310GSW,31/12/2011,19084,2011-12
201201010CLE,01/01/2012,15084,2011-12
201201010MIA,01/01/2012,20016,2011-12
201201010ORL,01/01/2012,18846,2011-12
201201010WAS,01/01/2012,17458,2011-12
201201010MIN,01/01/2012,15115,2011-12
201201010CHI,01/01/2012,22763,2011-12
201201010DEN,01/01/2012,19155,2011-12
201201010SAC,01/01/2012,13628,2011-12
201201010LAC,01/01/2012,19060,2011-12
201201020PHO,02/01/2012,14793,2011-12
201201020BOS,02/01/2012,18624,2011-12
201201020DET,02/01/2012,8120,2011-12
201201020MIA,02/01/2012,20078,2011-12
201201020NJN,02/01/2012,12519,2011-12
201201020NYK,02/01/2012,19763,2011-12
201201020MIN,02/01/2012,14514,2011-12
201201020DAL,02/01/2012,20108,2011-12
201201020DEN,02/01/2012,14142,2011-12
201201020UTA,02/01/2012,19159,2011-12
201201030CLE,03/01/2012,14173,2011-12
201201030CHI,03/01/2012,22166,2011-12
201201030MEM,03/01/2012,12391,2011-12
201201030OKC,03/01/2012,18203,2011-12
201201030UTA,03/01/2012,17756,2011-12
201201030LAL,03/01/2012,18997,2011-12
201201040ORL,04/01/2012,18846,2011-12
201201040TOR,04/01/2012,14468,2011-12
201201040BOS,04/01/2012,18624,2011-12
201201040DET,04/01/2012,9125,2011-12
201201040MIA,04/01/2012,20201,2011-12
201201040NYK,04/01/2012,19763,2011-12
201201040MIN,04/01/2012,17404,2011-12
201201040NOH,04/01/2012,12387,2011-12
201201040DAL,04/01/2012,19885,2011-12
201201040SAS,04/01/2012,16751,2011-12
201201040DEN,04/01/2012,14562,2011-12
201201040LAC,04/01/2012,19060,2011-12
201201050ATL,05/01/2012,18371,2011-12
201201050SAS,05/01/2012,18581,2011-12
201201050SAC,05/01/2012,11813,2011-12
201201050POR,05/01/2012,20444,2011-12
201201060CHA,06/01/2012,17827,2011-12
201201060PHI,06/01/2012,19408,2011-12
201201060TOR,06/01/2012,16771,2011-12
201201060WAS,06/01/2012,16998,2011-12
201201060BOS,06/01/2012,18624,2011-12
201201060MIN,06/01/2012,16943,2011-12
201201060NOH,06/01/2012,13035,2011-12
201201060OKC,06/01/2012,18203,2011-12
201201060ORL,06/01/2012,18912,2011-12
201201060UTA,06/01/2012,19503,2011-12
201201060LAL,06/01/2012,18997,2011-12
201201060PHO,06/01/2012,16235,2011-12
201201070ATL,07/01/2012,17112,2011-12
201201070IND,07/01/2012,17226,2011-12
201201070DET,07/01/2012,12044,2011-12
201201070NJN,07/01/2012,18711,2011-12
201201070HOU,07/01/2012,14327,2011-12
201201070PHI,07/01/2012,14522,2011-12
201201070SAS,07/01/2012,17537,2011-12
201201070DAL,07/01/2012,20409,2011-12
201201070GSW,07/01/2012,19596,2011-12
201201070LAC,07/01/2012,19229,2011-12
201201080WAS,08/01/2012,13095,2011-12
201201080SAC,08/01/2012,14150,2011-12
201201080OKC,08/01/2012,18203,2011-12
201201080PHO,08/01/2012,13420,2011-12
201201080POR,08/01/2012,20292,2011-12
201201080LAL,08/01/2012,18997,2011-12
201201090PHI,09/01/2012,8612,2011-12
201201090TOR,09/01/2012,14097,2011-12
201201090NJN,09/01/2012,12259,2011-12
201201090NYK,09/01/2012,19763,2011-12
201201090CHI,09/01/2012,21530,2011-12
201201090DEN,09/01/2012,14002,2011-12
201201100CHA,10/01/2012,13421,2011-12
201201100PHI,10/01/2012,10255,2011-12
201201100WAS,10/01/2012,14077,2011-12
201201100DET,10/01/2012,10073,2011-12
201201100MEM,10/01/2012,13601,2011-12
201201100MIL,10/01/2012,11585,2011-12
201201100MIN,10/01/2012,19356,2011-12
201201100UTA,10/01/2012,17859,2011-12
201201100POR,10/01/2012,20381,2011-12
201201100GSW,10/01/2012,19596,2011-12
201201100LAL,10/01/2012,18997,2011-12
201201110IND,11/01/2012,10334,2011-12
